id,Gender,Country,Age,Income,Marital-Status,workclass,credit-score,Learning,Tenure,Balance,Products,Education,Occupation,Target
2312,Female,Australia,40.0,710000.0,Never-married,Daily-wages,5200.0,2.0,2.0,100000.0,2.0,Masters,Prof-specialty,1
2313,Female,Australia,37.0,50000.0,Never-married,Self-emp-inc,19068.0,6.0,6.0,101500.0,5.0,Masters,Farming-fishing,1
2314,Female,Australia,31.0,190000.0,Separated,Without-pay,771.0,3.0,3.0,100000.0,2.0,Bachelors,Exec-managerial,0
2315,Male,Canada,49.0,70000.0,Never-married,Without-pay,1261.0,3.0,3.0,102431.0,2.0,Some-college,Exec-managerial,1
2316,Female,France,58.0,90000.0,Never-married,Daily-wages,5563.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
2317,Male,Canada,51.0,180000.0,Never-married,Private,40310.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
2318,Male,Canada,58.0,200000.0,Never-married,Private,192461.0,4.0,4.0,107822.0,,HS-Grad,Prof-specialty,0
2319,Male,Australia,36.0,160000.0,Never-married,Daily-wages,8700.0,2.0,2.0,105183.0,1.0,Bachelors,Craft-repair,0
2320,Female,Australia,35.0,60000.0,Never-married,Self-emp-inc,5601.0,5.0,6.0,100000.0,5.0,Masters,Farming-fishing,0
2321,Female,Canada,31.0,250000.0,Separated,Daily-wages,-129.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
2322,Female,France,43.0,70000.0,Never-married,Self-emp-inc,85863.0,6.0,4.0,100000.0,2.0,HS-Grad,Prof-specialty,1
2323,Male,Canada,33.0,40000.0,Never-married,Private,21107.0,4.0,6.0,103400.0,5.0,Masters,Farming-fishing,0
2324,Female,France,45.0,110000.0,Separated,Private,9242.0,4.0,4.0,105000.0,3.0,HS-Grad,Prof-specialty,0
2325,Male,Australia,32.0,320000.0,Never-married,Private,43265.0,4.0,4.0,101528.0,3.0,HS-Grad,Prof-specialty,0
2326,Male,Australia,62.0,140000.0,Separated,Private,143107.0,4.0,4.0,104839.0,3.0,HS-Grad,Prof-specialty,0
2327,Female,France,30.0,310000.0,Separated,Without-pay,5931.0,5.0,4.0,220000.0,3.0,HS-Grad,Prof-specialty,0
2328,Male,Canada,54.0,420000.0,Never-married,Without-pay,12349.0,3.0,3.0,106576.0,2.0,Some-college,Exec-managerial,0
2329,Female,France,40.0,30000.0,Separated,Self-emp-inc,780.0,3.0,3.0,100000.0,3.0,Some-college,Exec-managerial,0
2330,Male,Australia,23.0,50000.0,Separated,Private,48784.0,4.0,4.0,102400.0,3.0,Bachelors,Craft-repair,0
2331,Male,Australia,42.0,160000.0,Never-married,Daily-wages,0.0,5.0,2.0,100000.0,,Bachelors,Craft-repair,0
2332,Male,Australia,60.0,20000.0,Never-married,Without-pay,8570.0,3.0,6.0,102620.0,3.0,HS-Grad,Prof-specialty,0
2333,Female,Australia,49.0,120000.0,Separated,Private,3903.0,4.0,4.0,101300.0,3.0,Bachelors,Craft-repair,0
2334,Female,France,49.0,200000.0,Separated,Daily-wages,0.0,,3.0,100000.0,2.0,Some-college,Craft-repair,1
2335,Male,Canada,42.0,330000.0,Separated,Private,73214.0,4.0,4.0,110000.0,3.0,HS-Grad,Prof-specialty,0
2336,Male,Canada,40.0,140000.0,Never-married,Private,123049.0,4.0,4.0,104310.0,3.0,HS-Grad,Prof-specialty,0
2337,Female,France,39.0,150000.0,Never-married,Private,108755.0,4.0,4.0,105163.0,,HS-Grad,Prof-specialty,0
2338,Male,Canada,42.0,500000.0,Separated,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,1
2339,Female,France,38.0,70000.0,Separated,Private,70621.0,4.0,4.0,102506.0,,HS-Grad,Prof-specialty,0
2340,Female,Canada,54.0,500000.0,Never-married,Without-pay,6259.0,3.0,3.0,102962.0,,HS-Grad,Prof-specialty,1
2341,Male,Australia,45.0,80000.0,Divorced,Private,28219.0,4.0,4.0,101816.0,3.0,HS-Grad,Prof-specialty,0
2342,Male,France,42.0,120000.0,Never-married,Self-emp-inc,61650.0,,2.0,100000.0,1.0,Bachelors,Craft-repair,1
2343,Male,France,54.0,50000.0,Separated,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
2344,Male,Australia,30.0,150000.0,Never-married,Daily-wages,116778.0,2.0,2.0,160367.0,1.0,Bachelors,Craft-repair,0
2345,Female,Australia,35.0,470000.0,Never-married,Private,218675.0,4.0,4.0,108717.0,3.0,HS-Grad,Prof-specialty,0
2346,Female,Canada,24.0,100000.0,Separated,Without-pay,7576.0,3.0,6.0,115532.0,2.0,Some-college,Adm-clerical,0
2347,Female,Australia,37.0,80000.0,Never-married,Without-pay,5744.0,4.0,4.0,133115.0,3.0,HS-Grad,Prof-specialty,0
2348,Female,France,59.0,260000.0,Never-married,Private,258885.0,4.0,4.0,110000.0,3.0,HS-Grad,Prof-specialty,0
2349,Female,France,29.0,30000.0,Never-married,Self-emp-inc,27705.0,5.0,6.0,101500.0,5.0,Masters,Adm-clerical,1
2350,Female,France,27.0,30000.0,Separated,Self-emp-inc,13257.0,6.0,6.0,101300.0,5.0,Masters,Adm-clerical,1
2351,Female,Canada,27.0,160000.0,Separated,Private,13234.0,4.0,2.0,100000.0,2.0,Some-college,Exec-managerial,0
2352,Male,France,27.0,20000.0,Separated,Self-emp-inc,20079.0,5.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,0
2353,Male,Australia,25.0,20000.0,Separated,Private,17927.0,4.0,4.0,101500.0,3.0,HS-Grad,Adm-clerical,0
2354,Female,Canada,26.0,160000.0,Separated,Without-pay,5323.0,3.0,3.0,101726.0,2.0,Some-college,Exec-managerial,0
2355,Female,Australia,25.0,80000.0,Separated,Private,81477.0,4.0,4.0,103100.0,3.0,HS-Grad,Prof-specialty,0
2356,Female,Australia,23.0,50000.0,Separated,Private,26001.0,4.0,4.0,101282.0,5.0,Masters,Craft-repair,0
2357,Male,Canada,25.0,150000.0,Separated,Private,132684.0,,4.0,105713.0,3.0,HS-Grad,Prof-specialty,0
2358,Male,Australia,37.0,30000.0,Separated,State-gov,3565.0,8.0,6.0,100000.0,2.0,HS-Grad,Prof-specialty,1
2359,Female,Australia,60.0,160000.0,Separated,Without-pay,3128.0,2.0,3.0,105156.0,3.0,Some-college,Exec-managerial,1
2360,Male,Canada,38.0,500000.0,Separated,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Some-college,Prof-specialty,0
2361,Male,Canada,44.0,240000.0,Never-married,Without-pay,1473.0,3.0,3.0,101473.0,2.0,Some-college,Exec-managerial,1
2362,Female,Australia,27.0,90000.0,Separated,Private,4403.0,4.0,3.0,101000.0,2.0,Bachelors,Craft-repair,0
2363,Male,France,49.0,500000.0,Never-married,Private,260991.0,4.0,4.0,107890.0,3.0,HS-Grad,Prof-specialty,0
2364,Male,France,24.0,100000.0,Separated,Self-emp-inc,100364.0,5.0,4.0,100107.0,3.0,HS-Grad,Prof-specialty,0
2365,Male,France,46.0,50000.0,Never-married,Private,62315.0,4.0,4.0,102200.0,3.0,HS-Grad,Prof-specialty,0
2366,Male,Australia,42.0,170000.0,Never-married,Private,164824.0,4.0,4.0,106107.0,3.0,HS-Grad,Prof-specialty,0
2367,Female,Canada,25.0,210000.0,Separated,Without-pay,390.0,3.0,3.0,100390.0,2.0,Some-college,Exec-managerial,0
2368,Female,France,29.0,150000.0,Separated,Without-pay,3850.0,3.0,3.0,100227.0,1.0,Bachelors,Exec-managerial,0
2369,Female,Canada,27.0,150000.0,Separated,Without-pay,5561.0,3.0,3.0,104141.0,2.0,Some-college,Exec-managerial,0
2370,Male,Canada,55.0,150000.0,Never-married,Private,142904.0,4.0,4.0,105200.0,3.0,HS-Grad,Prof-specialty,0
2371,Female,Australia,38.0,360000.0,Never-married,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
2372,Female,Canada,41.0,450000.0,Never-married,Private,2663.0,3.0,4.0,102146.0,5.0,Some-college,Exec-managerial,0
2373,Male,France,34.0,70000.0,Separated,Private,53972.0,4.0,4.0,101700.0,3.0,HS-Grad,Prof-specialty,0
2374,Female,France,49.0,30000.0,Separated,Private,27838.0,4.0,6.0,103330.0,3.0,HS-Grad,Prof-specialty,0
2375,Male,Australia,41.0,50000.0,Never-married,Private,43607.0,4.0,4.0,102500.0,3.0,HS-Grad,Prof-specialty,0
2376,Female,Australia,32.0,180000.0,Never-married,Private,151307.0,4.0,4.0,106000.0,3.0,Masters,Prof-specialty,0
2377,Female,France,23.0,50000.0,Separated,Private,44027.0,4.0,8.0,108800.0,6.0,Masters,Adm-clerical,0
2378,Male,France,52.0,20000.0,Never-married,Private,16290.0,6.0,4.0,101289.0,3.0,HS-Grad,Prof-specialty,0
2379,Female,Australia,27.0,140000.0,Separated,Private,136899.0,4.0,4.0,105200.0,3.0,HS-Grad,Prof-specialty,0
2380,Female,Canada,26.0,160000.0,Separated,Private,13122.0,4.0,6.0,104000.0,3.0,HS-Grad,Prof-specialty,0
2381,Female,Canada,31.0,210000.0,Separated,Private,10968.0,,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
2382,Male,Canada,41.0,320000.0,Separated,Private,309805.0,4.0,4.0,115818.0,3.0,HS-Grad,Prof-specialty,0
2383,Female,Canada,26.0,280000.0,Separated,Private,189748.0,4.0,4.0,106300.0,3.0,HS-Grad,Prof-specialty,0
2384,Female,Canada,28.0,80000.0,Separated,Private,71126.0,4.0,4.0,104000.0,3.0,HS-Grad,Prof-specialty,0
2385,Female,Canada,32.0,260000.0,Never-married,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,1
2386,Female,Australia,34.0,180000.0,Never-married,Private,47517.0,4.0,4.0,101526.0,3.0,HS-Grad,Prof-specialty,0
2387,Male,Australia,28.0,230000.0,Never-married,Private,231357.0,4.0,4.0,110000.0,2.0,HS-Grad,Prof-specialty,0
2388,Female,Canada,50.0,320000.0,Separated,Without-pay,1999.0,3.0,3.0,100730.0,2.0,HS-Grad,Prof-specialty,0
2389,Female,Canada,28.0,360000.0,Separated,Private,5446.0,4.0,2.0,100000.0,2.0,HS-Grad,Exec-managerial,0
2390,Male,France,42.0,220000.0,Never-married,Without-pay,285.0,3.0,3.0,100825.0,2.0,Some-college,Exec-managerial,0
2391,Female,Australia,45.0,90000.0,Never-married,Without-pay,37453.0,3.0,3.0,124509.0,2.0,Bachelors,Craft-repair,0
2392,Male,Australia,25.0,30000.0,Separated,Self-emp-inc,18585.0,7.0,6.0,101300.0,5.0,HS-Grad,Prof-specialty,1
2393,Female,Australia,23.0,80000.0,Separated,Private,50456.0,4.0,4.0,101432.0,,HS-Grad,Prof-specialty,0
2394,Male,Australia,34.0,400000.0,Never-married,Private,52271.0,4.0,4.0,106000.0,3.0,HS-Grad,Adm-clerical,0
2395,Female,France,46.0,80000.0,Never-married,Private,70324.0,4.0,4.0,103000.0,3.0,HS-Grad,Prof-specialty,0
2396,Male,Canada,41.0,150000.0,Separated,Self-emp-inc,1980.0,3.0,3.0,100000.0,2.0,Some-college,Exec-managerial,0
2397,Male,Canada,32.0,330000.0,Separated,Private,162657.0,4.0,4.0,105500.0,,HS-Grad,Prof-specialty,0
2398,Male,Canada,40.0,50000.0,Never-married,Private,42549.0,4.0,4.0,102200.0,3.0,HS-Grad,Prof-specialty,0
2399,Female,Australia,44.0,30000.0,Separated,Without-pay,2436.0,3.0,4.0,111378.0,3.0,HS-Grad,Exec-managerial,0
2400,Female,Canada,26.0,120000.0,Separated,Private,11513.0,4.0,4.0,101206.0,3.0,HS-Grad,Prof-specialty,0
2401,Female,Australia,31.0,170000.0,Never-married,Private,63948.0,4.0,4.0,105000.0,3.0,Bachelors,Exec-managerial,0
2402,Male,France,33.0,30000.0,Never-married,Self-emp-inc,19932.0,7.0,6.0,101400.0,3.0,HS-Grad,Adm-clerical,1
2403,Female,Australia,33.0,140000.0,Separated,Private,59097.0,,4.0,102137.0,3.0,HS-Grad,Adm-clerical,0
2404,Male,Canada,37.0,370000.0,Separated,Daily-wages,12913.0,2.0,2.0,103409.0,1.0,Bachelors,Craft-repair,0
2405,Female,France,30.0,160000.0,Never-married,Without-pay,2215.0,3.0,4.0,108977.0,2.0,Some-college,Exec-managerial,0
2406,Female,Australia,52.0,30000.0,Never-married,Private,27101.0,4.0,6.0,104110.0,3.0,HS-Grad,Prof-specialty,0
2407,Female,Canada,32.0,240000.0,Never-married,Self-emp-inc,209368.0,6.0,6.0,100000.0,5.0,Masters,Adm-clerical,1
2408,Male,Australia,29.0,240000.0,Separated,Private,243774.0,4.0,4.0,108891.0,3.0,HS-Grad,Prof-specialty,0
2409,Female,France,63.0,60000.0,Never-married,Private,59471.0,4.0,4.0,102400.0,3.0,HS-Grad,Prof-specialty,0
2410,Male,Canada,34.0,430000.0,Separated,Private,416678.0,4.0,4.0,116005.0,3.0,HS-Grad,Prof-specialty,0
2411,Female,Australia,53.0,50000.0,Never-married,Private,13868.0,4.0,6.0,102000.0,3.0,HS-Grad,Prof-specialty,1
2412,Male,Canada,41.0,200000.0,Never-married,Without-pay,1980.0,3.0,3.0,101802.0,5.0,HS-Grad,Exec-managerial,0
2413,Female,Russia,45.0,50000.0,Never-married,Private,48984.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
2414,Male,Australia,46.0,240000.0,Separated,Daily-wages,2995.0,2.0,2.0,104028.0,,Bachelors,Craft-repair,0
2415,Female,Australia,40.0,110000.0,Never-married,Self-emp-inc,92638.0,5.0,6.0,100600.0,5.0,Masters,Adm-clerical,0
2416,Male,Canada,39.0,110000.0,Separated,Private,18310.0,4.0,4.0,101327.0,3.0,Bachelors,Craft-repair,0
2417,Female,Australia,32.0,160000.0,Never-married,Private,18400.0,4.0,4.0,110000.0,3.0,HS-Grad,Prof-specialty,0
2418,Female,Canada,29.0,170000.0,Separated,Without-pay,5539.0,3.0,3.0,101147.0,3.0,HS-Grad,Prof-specialty,1
2419,Male,Australia,52.0,20000.0,Separated,Private,19626.0,4.0,4.0,101311.0,3.0,HS-Grad,Prof-specialty,1
2420,Female,Australia,34.0,50000.0,Divorced,Private,50854.0,4.0,4.0,101314.0,3.0,HS-Grad,Prof-specialty,0
2421,Female,Canada,25.0,140000.0,Separated,Private,38199.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
2422,Female,Australia,26.0,80000.0,Never-married,Private,35897.0,4.0,4.0,101510.0,3.0,HS-Grad,Prof-specialty,0
2423,Female,France,36.0,100000.0,Never-married,Private,100281.0,6.0,4.0,105000.0,3.0,HS-Grad,Prof-specialty,0
2424,Female,Canada,31.0,140000.0,Separated,Self-emp-inc,652.0,3.0,3.0,100000.0,2.0,Some-college,Exec-managerial,1
2425,Male,Canada,37.0,260000.0,Never-married,Daily-wages,5275.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
2426,Female,Canada,37.0,350000.0,Never-married,Daily-wages,6185.0,2.0,2.0,127821.0,1.0,Bachelors,Craft-repair,0
2427,Female,France,26.0,450000.0,Separated,Private,28765.0,4.0,4.0,101714.0,3.0,HS-Grad,Prof-specialty,0
2428,Male,Australia,25.0,240000.0,Separated,Private,24640.0,4.0,2.0,101700.0,,Bachelors,Craft-repair,0
2429,Male,Canada,45.0,310000.0,Never-married,Daily-wages,8918.0,2.0,2.0,114000.0,1.0,Bachelors,Craft-repair,0
2430,Female,France,56.0,50000.0,Never-married,Private,45652.0,4.0,4.0,101734.0,3.0,HS-Grad,Exec-managerial,0
2431,Female,Australia,51.0,230000.0,Separated,Private,213457.0,4.0,4.0,117000.0,3.0,HS-Grad,Prof-specialty,0
2432,Female,Australia,25.0,40000.0,Never-married,Private,40633.0,4.0,4.0,101950.0,3.0,HS-Grad,Adm-clerical,1
2433,Female,Australia,31.0,200000.0,Never-married,Self-emp-inc,2480.0,3.0,3.0,100000.0,5.0,Masters,Exec-managerial,0
2434,Female,Australia,55.0,30000.0,Never-married,Private,13532.0,4.0,4.0,101647.0,3.0,Bachelors,Craft-repair,1
2435,Female,Canada,35.0,390000.0,Separated,Private,245997.0,,4.0,110800.0,3.0,HS-Grad,Prof-specialty,1
2436,Female,France,37.0,240000.0,Never-married,Daily-wages,-3.0,2.0,3.0,100000.0,2.0,Bachelors,Exec-managerial,0
2437,Female,Australia,52.0,280000.0,Never-married,Private,50667.0,4.0,4.0,102007.0,3.0,HS-Grad,Prof-specialty,0
2438,Male,Canada,26.0,90000.0,Separated,Self-emp-inc,58518.0,5.0,6.0,103006.0,3.0,HS-Grad,Prof-specialty,0
2439,Male,Australia,37.0,30000.0,Separated,Self-emp-inc,2379.0,7.0,6.0,100000.0,10.0,Preschool,Protective-serv,1
2440,Female,Germany,34.0,200000.0,Separated,Without-pay,6093.0,3.0,2.0,104310.0,1.0,Bachelors,Exec-managerial,0
2441,Female,Canada,29.0,160000.0,Separated,Daily-wages,386.0,2.0,2.0,104194.0,1.0,Bachelors,Craft-repair,0
2442,Male,Canada,66.0,480000.0,Never-married,Without-pay,3820.0,3.0,3.0,104665.0,2.0,Some-college,Exec-managerial,0
2443,Female,France,38.0,150000.0,Never-married,Private,146057.0,6.0,4.0,106527.0,3.0,HS-Grad,Prof-specialty,0
2444,Male,Canada,32.0,290000.0,Never-married,Without-pay,31933.0,3.0,3.0,139032.0,2.0,HS-Grad,Prof-specialty,0
2445,Male,Canada,25.0,50000.0,Separated,Private,40181.0,4.0,4.0,101500.0,3.0,HS-Grad,Prof-specialty,1
2446,Male,Canada,42.0,500000.0,Never-married,Without-pay,29365.0,3.0,3.0,194135.0,2.0,Some-college,Exec-managerial,0
2447,Male,Canada,41.0,160000.0,Separated,Without-pay,396.0,3.0,3.0,100396.0,2.0,Some-college,Exec-managerial,1
2448,Male,Canada,40.0,470000.0,Never-married,Private,241153.0,6.0,4.0,110000.0,,HS-Grad,Prof-specialty,1
2449,Male,Canada,29.0,30000.0,Separated,Self-emp-inc,25264.0,,6.0,100000.0,5.0,Masters,Adm-clerical,1
2450,Female,Australia,24.0,30000.0,Never-married,Private,22280.0,,4.0,101748.0,3.0,HS-Grad,Prof-specialty,0
2451,Female,Australia,45.0,560000.0,Never-married,Private,374663.0,4.0,4.0,113195.0,3.0,HS-Grad,Prof-specialty,1
2452,Male,Canada,31.0,220000.0,Separated,Private,75538.0,4.0,4.0,104000.0,3.0,HS-Grad,Prof-specialty,0
2453,Male,Australia,27.0,150000.0,Separated,Private,84034.0,4.0,4.0,105065.0,,HS-Grad,Prof-specialty,0
2454,Female,France,26.0,30000.0,Separated,State-gov,26412.0,6.0,6.0,100000.0,3.0,HS-Grad,Prof-specialty,0
2455,Female,France,37.0,210000.0,Separated,Without-pay,0.0,5.0,4.0,100202.0,3.0,HS-Grad,Prof-specialty,0
2456,Female,Canada,32.0,170000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Some-college,Exec-managerial,1
2457,Female,Canada,62.0,340000.0,Never-married,Private,509365.0,4.0,4.0,120309.0,3.0,HS-Grad,Prof-specialty,0
2458,Female,Australia,28.0,110000.0,Separated,Private,5660.0,4.0,4.0,102000.0,1.0,Bachelors,Craft-repair,0
2459,Female,Australia,41.0,290000.0,Never-married,Without-pay,2025.0,3.0,2.0,100000.0,2.0,HS-Grad,Exec-managerial,0
2460,Female,France,53.0,310000.0,Never-married,Daily-wages,1126.0,2.0,2.0,102635.0,1.0,Bachelors,Craft-repair,0
2461,Female,Australia,37.0,150000.0,Never-married,Self-emp-inc,108784.0,5.0,6.0,104800.0,3.0,HS-Grad,Prof-specialty,1
2462,Male,France,41.0,10000.0,Separated,Private,4520.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
2463,Female,Australia,24.0,100000.0,Separated,Private,177646.0,6.0,4.0,107900.0,3.0,HS-Grad,Prof-specialty,0
2464,Female,Australia,28.0,250000.0,Separated,Without-pay,500.0,,3.0,103344.0,3.0,Some-college,Exec-managerial,0
2465,Male,Canada,41.0,200000.0,Never-married,Without-pay,580.0,,3.0,100580.0,2.0,Some-college,Exec-managerial,1
2466,Female,France,36.0,210000.0,Separated,Private,420522.0,6.0,4.0,116000.0,3.0,HS-Grad,Prof-specialty,0
2467,Female,France,36.0,60000.0,Never-married,Self-emp-inc,47987.0,5.0,6.0,101788.0,3.0,HS-Grad,Prof-specialty,1
2468,Female,Canada,31.0,70000.0,Separated,Self-emp-inc,2400.0,6.0,11.0,100000.0,10.0,Preschool,Protective-serv,1
2469,Female,Australia,39.0,100000.0,Never-married,Private,95893.0,6.0,4.0,103552.0,3.0,HS-Grad,Prof-specialty,0
2470,Male,France,38.0,30000.0,Separated,Private,14095.0,4.0,4.0,101255.0,3.0,HS-Grad,Prof-specialty,0
2471,Male,France,43.0,200000.0,Never-married,Without-pay,1435.0,,3.0,101270.0,3.0,HS-Grad,Exec-managerial,0
2472,Male,Australia,32.0,80000.0,Never-married,Private,81249.0,4.0,4.0,103000.0,3.0,HS-Grad,Prof-specialty,0
2473,Female,Australia,32.0,80000.0,Never-married,Private,28408.0,4.0,4.0,101259.0,3.0,HS-Grad,Craft-repair,0
2474,Female,Australia,34.0,50000.0,Never-married,Private,95380.0,4.0,4.0,102140.0,3.0,HS-Grad,Prof-specialty,0
2475,Female,France,26.0,80000.0,Separated,Self-emp-inc,41586.0,6.0,6.0,103775.0,,Masters,Prof-specialty,1
2476,Female,Canada,23.0,50000.0,Separated,Private,15252.0,,4.0,102200.0,5.0,Masters,Adm-clerical,0
2477,Male,Canada,42.0,180000.0,Never-married,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
2478,Female,Australia,32.0,140000.0,Never-married,Private,52825.0,4.0,4.0,103000.0,3.0,HS-Grad,Prof-specialty,0
2479,Male,France,49.0,20000.0,Never-married,Without-pay,390.0,3.0,3.0,100678.0,2.0,Some-college,Exec-managerial,0
2480,Female,Australia,51.0,80000.0,Separated,Private,80106.0,4.0,4.0,101400.0,3.0,HS-Grad,Exec-managerial,1
2481,Male,France,63.0,110000.0,Separated,Self-emp-inc,49992.0,5.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,0
2482,Male,Australia,48.0,340000.0,Never-married,Private,73627.0,4.0,4.0,103870.0,3.0,HS-Grad,Prof-specialty,0
2483,Male,Canada,26.0,160000.0,Separated,Private,135233.0,4.0,4.0,105600.0,2.0,Some-college,Exec-managerial,0
2484,Male,Canada,47.0,50000.0,Never-married,Daily-wages,0.0,5.0,3.0,100000.0,2.0,Bachelors,Craft-repair,0
2485,Male,France,26.0,50000.0,Separated,Private,50951.0,6.0,4.0,102500.0,3.0,HS-Grad,Prof-specialty,1
2486,Female,Australia,24.0,50000.0,Never-married,Private,7052.0,4.0,4.0,102003.0,,HS-Grad,Prof-specialty,0
2487,Male,France,53.0,500000.0,Separated,Without-pay,17362.0,3.0,3.0,116666.0,2.0,Some-college,Adm-clerical,0
2488,Male,Australia,46.0,290000.0,Never-married,Private,31824.0,4.0,3.0,101529.0,3.0,HS-Grad,Exec-managerial,0
2489,Male,Australia,28.0,20000.0,Separated,Self-emp-inc,17429.0,6.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,1
2490,Male,Canada,32.0,250000.0,Never-married,Without-pay,207.0,3.0,4.0,104907.0,3.0,HS-Grad,Prof-specialty,0
2491,Female,Canada,29.0,220000.0,Separated,Daily-wages,-37.0,2.0,2.0,105682.0,,Bachelors,Craft-repair,0
2492,Female,France,32.0,50000.0,Never-married,Private,33231.0,4.0,4.0,101868.0,3.0,HS-Grad,Prof-specialty,1
2493,Female,Canada,44.0,200000.0,Never-married,Without-pay,798.0,3.0,3.0,104150.0,,Some-college,Exec-managerial,0
2494,Female,Australia,36.0,80000.0,Never-married,Private,77998.0,4.0,4.0,103700.0,3.0,HS-Grad,Prof-specialty,0
2495,Female,Australia,25.0,250000.0,Never-married,Private,24920.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
2496,Female,Australia,38.0,160000.0,Never-married,Without-pay,316.0,,3.0,100316.0,2.0,Some-college,Exec-managerial,0
2497,Female,Australia,42.0,160000.0,Never-married,Daily-wages,0.0,2.0,2.0,100000.0,,Bachelors,Craft-repair,0
2498,Male,France,58.0,140000.0,Never-married,Private,98985.0,6.0,4.0,104520.0,3.0,HS-Grad,Prof-specialty,0
2499,Female,Australia,23.0,60000.0,Separated,Private,27104.0,4.0,4.0,101500.0,5.0,Masters,Prof-specialty,0
2500,Female,France,42.0,50000.0,Separated,Private,48926.0,4.0,4.0,102019.0,3.0,HS-Grad,Prof-specialty,0
2501,Male,Australia,26.0,50000.0,Separated,Private,47169.0,4.0,4.0,101804.0,3.0,HS-Grad,Prof-specialty,0
2502,Male,Canada,32.0,300000.0,Separated,Private,255299.0,6.0,4.0,109106.0,3.0,HS-Grad,Prof-specialty,1
2503,Female,France,33.0,300000.0,Separated,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,1
2504,Female,Australia,43.0,230000.0,Separated,Self-emp-inc,206245.0,6.0,6.0,113126.0,5.0,Masters,Farming-fishing,1
2505,Female,Australia,48.0,60000.0,Never-married,Private,46578.0,4.0,4.0,101308.0,3.0,HS-Grad,Prof-specialty,1
2506,Female,Australia,38.0,280000.0,Separated,Private,94451.0,4.0,4.0,104000.0,3.0,HS-Grad,Prof-specialty,0
2507,Male,France,24.0,20000.0,Separated,Private,16973.0,4.0,4.0,101600.0,3.0,HS-Grad,Prof-specialty,0
2508,Female,Australia,27.0,50000.0,Separated,Private,46465.0,4.0,4.0,102367.0,3.0,HS-Grad,Prof-specialty,0
2509,Male,Australia,51.0,30000.0,Separated,Local-gov,26551.0,9.0,7.0,100000.0,5.0,11th,Adm-clerical,1
2510,Female,Australia,28.0,110000.0,Separated,Self-emp-inc,86774.0,6.0,6.0,104200.0,5.0,Masters,Adm-clerical,1
2511,Female,Australia,28.0,200000.0,Never-married,Private,135841.0,,4.0,104449.0,3.0,HS-Grad,Prof-specialty,0
2512,Male,Canada,30.0,210000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,1
2513,Female,Canada,24.0,80000.0,Separated,Private,30985.0,4.0,4.0,114300.0,1.0,Bachelors,Craft-repair,0
2514,Male,Australia,26.0,80000.0,Never-married,Private,31740.0,6.0,4.0,150000.0,3.0,HS-Grad,Prof-specialty,0
2515,Male,Canada,30.0,200000.0,Separated,Without-pay,8985.0,,2.0,100805.0,,HS-Grad,Prof-specialty,0
2516,Female,France,50.0,30000.0,Separated,Without-pay,665.0,,2.0,100000.0,1.0,Bachelors,Craft-repair,1
2517,Male,Canada,25.0,50000.0,Separated,Private,49357.0,4.0,4.0,102100.0,3.0,HS-Grad,Prof-specialty,0
2518,Male,France,38.0,450000.0,Separated,Private,322402.0,4.0,4.0,115000.0,3.0,HS-Grad,Prof-specialty,0
2519,Female,Australia,44.0,80000.0,Never-married,Private,76992.0,4.0,4.0,102000.0,,HS-Grad,Prof-specialty,0
2520,Male,France,29.0,90000.0,Separated,Private,83683.0,4.0,4.0,104000.0,3.0,HS-Grad,Prof-specialty,0
2521,Female,France,24.0,70000.0,Separated,Private,75894.0,4.0,4.0,110004.0,3.0,HS-Grad,Prof-specialty,0
2522,Male,Canada,46.0,200000.0,Never-married,Self-emp-inc,73537.0,5.0,6.0,100000.0,5.0,Masters,Adm-clerical,1
2523,Female,Australia,35.0,200000.0,Separated,Private,72450.0,4.0,4.0,105556.0,3.0,HS-Grad,Prof-specialty,0
2524,Male,Canada,41.0,390000.0,Separated,Without-pay,6782.0,3.0,3.0,101466.0,2.0,Some-college,Exec-managerial,0
